CAS.Number,ChemicalName,Target.Name,UniProt.Name,Organism,NCBI.Taxonomy.Id,Gene.Name,Molecular.Weight,General.Function,Specific.Function,Chromosome.Location,HGNC.ID,KEGG.ID,estrogen_pathway,testosterone_pathway,hormone_pathway
55720-44-0,"2,3,5-Trichlorobiphenyl",Estrogen sulfotransferase,ST1E1_HUMAN,Human,9606,SULT1E1,35126.185,Sulfotransferase activity,"Sulfotransferase that utilizes 3'-phospho-5'-adenylyl sulfate (PAPS) as sulfonate donor to catalyze the sulfate conjugation of estradiol and estrone. May play a role in the regulation of estrogen receptor activity by metabolizing free estradiol. Maximally sulfates beta-estradiol and estrone at concentrations of 20 nM. Also sulfates dehydroepiandrosterone, pregnenolone, ethinylestradiol, equalenin, diethylstilbesterol and 1-naphthol, at significantly higher concentrations; however, cortisol, testosterone and dopamine are not sulfated.",4,HGNC:11377,hsa:6783,YES,YES,NO
38380-04-0,"2,2',3,4',5',6-Hexachlorobiphenyl",Estrogen sulfotransferase,ST1E1_HUMAN,Human,9606,SULT1E1,35126.185,Sulfotransferase activity,"Sulfotransferase that utilizes 3'-phospho-5'-adenylyl sulfate (PAPS) as sulfonate donor to catalyze the sulfate conjugation of estradiol and estrone. May play a role in the regulation of estrogen receptor activity by metabolizing free estradiol. Maximally sulfates beta-estradiol and estrone at concentrations of 20 nM. Also sulfates dehydroepiandrosterone, pregnenolone, ethinylestradiol, equalenin, diethylstilbesterol and 1-naphthol, at significantly higher concentrations; however, cortisol, testosterone and dopamine are not sulfated.",4,HGNC:11377,hsa:6783,YES,YES,NO
39485-83-1,"2,2',4,4',6-Pentachlorobiphenyl",Estrogen sulfotransferase,ST1E1_HUMAN,Human,9606,SULT1E1,35126.185,Sulfotransferase activity,"Sulfotransferase that utilizes 3'-phospho-5'-adenylyl sulfate (PAPS) as sulfonate donor to catalyze the sulfate conjugation of estradiol and estrone. May play a role in the regulation of estrogen receptor activity by metabolizing free estradiol. Maximally sulfates beta-estradiol and estrone at concentrations of 20 nM. Also sulfates dehydroepiandrosterone, pregnenolone, ethinylestradiol, equalenin, diethylstilbesterol and 1-naphthol, at significantly higher concentrations; however, cortisol, testosterone and dopamine are not sulfated.",4,HGNC:11377,hsa:6783,YES,YES,NO
25569-80-6,"2,3'-Dichlorobiphenyl",Estrogen sulfotransferase,ST1E1_HUMAN,Human,9606,SULT1E1,35126.185,Sulfotransferase activity,"Sulfotransferase that utilizes 3'-phospho-5'-adenylyl sulfate (PAPS) as sulfonate donor to catalyze the sulfate conjugation of estradiol and estrone. May play a role in the regulation of estrogen receptor activity by metabolizing free estradiol. Maximally sulfates beta-estradiol and estrone at concentrations of 20 nM. Also sulfates dehydroepiandrosterone, pregnenolone, ethinylestradiol, equalenin, diethylstilbesterol and 1-naphthol, at significantly higher concentrations; however, cortisol, testosterone and dopamine are not sulfated.",4,HGNC:11377,hsa:6783,YES,YES,NO
74472-51-8,"2,3,3',4,5,5',6-Heptachlorobiphenyl",Estrogen sulfotransferase,ST1E1_HUMAN,Human,9606,SULT1E1,35126.185,Sulfotransferase activity,"Sulfotransferase that utilizes 3'-phospho-5'-adenylyl sulfate (PAPS) as sulfonate donor to catalyze the sulfate conjugation of estradiol and estrone. May play a role in the regulation of estrogen receptor activity by metabolizing free estradiol. Maximally sulfates beta-estradiol and estrone at concentrations of 20 nM. Also sulfates dehydroepiandrosterone, pregnenolone, ethinylestradiol, equalenin, diethylstilbesterol and 1-naphthol, at significantly higher concentrations; however, cortisol, testosterone and dopamine are not sulfated.",4,HGNC:11377,hsa:6783,YES,YES,NO
38444-78-9,"2,2',3-Trichlorobiphenyl",Estrogen sulfotransferase,ST1E1_HUMAN,Human,9606,SULT1E1,35126.185,Sulfotransferase activity,"Sulfotransferase that utilizes 3'-phospho-5'-adenylyl sulfate (PAPS) as sulfonate donor to catalyze the sulfate conjugation of estradiol and estrone. May play a role in the regulation of estrogen receptor activity by metabolizing free estradiol. Maximally sulfates beta-estradiol and estrone at concentrations of 20 nM. Also sulfates dehydroepiandrosterone, pregnenolone, ethinylestradiol, equalenin, diethylstilbesterol and 1-naphthol, at significantly higher concentrations; however, cortisol, testosterone and dopamine are not sulfated.",4,HGNC:11377,hsa:6783,YES,YES,NO
70362-41-3,"2,3,3',4,5'-Pentachlorobiphenyl",Estrogen sulfotransferase,ST1E1_HUMAN,Human,9606,SULT1E1,35126.185,Sulfotransferase activity,"Sulfotransferase that utilizes 3'-phospho-5'-adenylyl sulfate (PAPS) as sulfonate donor to catalyze the sulfate conjugation of estradiol and estrone. May play a role in the regulation of estrogen receptor activity by metabolizing free estradiol. Maximally sulfates beta-estradiol and estrone at concentrations of 20 nM. Also sulfates dehydroepiandrosterone, pregnenolone, ethinylestradiol, equalenin, diethylstilbesterol and 1-naphthol, at significantly higher concentrations; however, cortisol, testosterone and dopamine are not sulfated.",4,HGNC:11377,hsa:6783,YES,YES,NO
38444-81-4,"2,3',5-Trichlorobiphenyl",Estrogen sulfotransferase,ST1E1_HUMAN,Human,9606,SULT1E1,35126.185,Sulfotransferase activity,"Sulfotransferase that utilizes 3'-phospho-5'-adenylyl sulfate (PAPS) as sulfonate donor to catalyze the sulfate conjugation of estradiol and estrone. May play a role in the regulation of estrogen receptor activity by metabolizing free estradiol. Maximally sulfates beta-estradiol and estrone at concentrations of 20 nM. Also sulfates dehydroepiandrosterone, pregnenolone, ethinylestradiol, equalenin, diethylstilbesterol and 1-naphthol, at significantly higher concentrations; however, cortisol, testosterone and dopamine are not sulfated.",4,HGNC:11377,hsa:6783,YES,YES,NO
15968-05-5,"2,2',6,6'-Tetrachlorobiphenyl",Estrogen sulfotransferase,ST1E1_HUMAN,Human,9606,SULT1E1,35126.185,Sulfotransferase activity,"Sulfotransferase that utilizes 3'-phospho-5'-adenylyl sulfate (PAPS) as sulfonate donor to catalyze the sulfate conjugation of estradiol and estrone. May play a role in the regulation of estrogen receptor activity by metabolizing free estradiol. Maximally sulfates beta-estradiol and estrone at concentrations of 20 nM. Also sulfates dehydroepiandrosterone, pregnenolone, ethinylestradiol, equalenin, diethylstilbesterol and 1-naphthol, at significantly higher concentrations; however, cortisol, testosterone and dopamine are not sulfated.",4,HGNC:11377,hsa:6783,YES,YES,NO
38379-99-6,"2,2',3,5',6-Pentachlorobiphenyl",Estrogen sulfotransferase,ST1E1_HUMAN,Human,9606,SULT1E1,35126.185,Sulfotransferase activity,"Sulfotransferase that utilizes 3'-phospho-5'-adenylyl sulfate (PAPS) as sulfonate donor to catalyze the sulfate conjugation of estradiol and estrone. May play a role in the regulation of estrogen receptor activity by metabolizing free estradiol. Maximally sulfates beta-estradiol and estrone at concentrations of 20 nM. Also sulfates dehydroepiandrosterone, pregnenolone, ethinylestradiol, equalenin, diethylstilbesterol and 1-naphthol, at significantly higher concentrations; however, cortisol, testosterone and dopamine are not sulfated.",4,HGNC:11377,hsa:6783,YES,YES,NO
52663-69-1,"2,2',3,4,4',5',6-Heptachlorobiphenyl",Estrogen sulfotransferase,ST1E1_HUMAN,Human,9606,SULT1E1,35126.185,Sulfotransferase activity,"Sulfotransferase that utilizes 3'-phospho-5'-adenylyl sulfate (PAPS) as sulfonate donor to catalyze the sulfate conjugation of estradiol and estrone. May play a role in the regulation of estrogen receptor activity by metabolizing free estradiol. Maximally sulfates beta-estradiol and estrone at concentrations of 20 nM. Also sulfates dehydroepiandrosterone, pregnenolone, ethinylestradiol, equalenin, diethylstilbesterol and 1-naphthol, at significantly higher concentrations; however, cortisol, testosterone and dopamine are not sulfated.",4,HGNC:11377,hsa:6783,YES,YES,NO
37680-68-5,"2,3',5'-Trichlorobiphenyl",Estrogen sulfotransferase,ST1E1_HUMAN,Human,9606,SULT1E1,35126.185,Sulfotransferase activity,"Sulfotransferase that utilizes 3'-phospho-5'-adenylyl sulfate (PAPS) as sulfonate donor to catalyze the sulfate conjugation of estradiol and estrone. May play a role in the regulation of estrogen receptor activity by metabolizing free estradiol. Maximally sulfates beta-estradiol and estrone at concentrations of 20 nM. Also sulfates dehydroepiandrosterone, pregnenolone, ethinylestradiol, equalenin, diethylstilbesterol and 1-naphthol, at significantly higher concentrations; however, cortisol, testosterone and dopamine are not sulfated.",4,HGNC:11377,hsa:6783,YES,YES,NO
52744-13-5,"2,2',3,3',5,6'-Hexachlorobiphenyl",Estrogen sulfotransferase,ST1E1_HUMAN,Human,9606,SULT1E1,35126.185,Sulfotransferase activity,"Sulfotransferase that utilizes 3'-phospho-5'-adenylyl sulfate (PAPS) as sulfonate donor to catalyze the sulfate conjugation of estradiol and estrone. May play a role in the regulation of estrogen receptor activity by metabolizing free estradiol. Maximally sulfates beta-estradiol and estrone at concentrations of 20 nM. Also sulfates dehydroepiandrosterone, pregnenolone, ethinylestradiol, equalenin, diethylstilbesterol and 1-naphthol, at significantly higher concentrations; however, cortisol, testosterone and dopamine are not sulfated.",4,HGNC:11377,hsa:6783,YES,YES,NO
73575-54-9,"2,2',3,6,6'-Pentachlorobiphenyl",Estrogen sulfotransferase,ST1E1_HUMAN,Human,9606,SULT1E1,35126.185,Sulfotransferase activity,"Sulfotransferase that utilizes 3'-phospho-5'-adenylyl sulfate (PAPS) as sulfonate donor to catalyze the sulfate conjugation of estradiol and estrone. May play a role in the regulation of estrogen receptor activity by metabolizing free estradiol. Maximally sulfates beta-estradiol and estrone at concentrations of 20 nM. Also sulfates dehydroepiandrosterone, pregnenolone, ethinylestradiol, equalenin, diethylstilbesterol and 1-naphthol, at significantly higher concentrations; however, cortisol, testosterone and dopamine are not sulfated.",4,HGNC:11377,hsa:6783,YES,YES,NO
52663-59-9,"2,2',3,4-Tetrachlorobiphenyl",Estrogen sulfotransferase,ST1E1_HUMAN,Human,9606,SULT1E1,35126.185,Sulfotransferase activity,"Sulfotransferase that utilizes 3'-phospho-5'-adenylyl sulfate (PAPS) as sulfonate donor to catalyze the sulfate conjugation of estradiol and estrone. May play a role in the regulation of estrogen receptor activity by metabolizing free estradiol. Maximally sulfates beta-estradiol and estrone at concentrations of 20 nM. Also sulfates dehydroepiandrosterone, pregnenolone, ethinylestradiol, equalenin, diethylstilbesterol and 1-naphthol, at significantly higher concentrations; however, cortisol, testosterone and dopamine are not sulfated.",4,HGNC:11377,hsa:6783,YES,YES,NO
38444-86-9,"2,3',4'-Trichlorobiphenyl",Estrogen sulfotransferase,ST1E1_HUMAN,Human,9606,SULT1E1,35126.185,Sulfotransferase activity,"Sulfotransferase that utilizes 3'-phospho-5'-adenylyl sulfate (PAPS) as sulfonate donor to catalyze the sulfate conjugation of estradiol and estrone. May play a role in the regulation of estrogen receptor activity by metabolizing free estradiol. Maximally sulfates beta-estradiol and estrone at concentrations of 20 nM. Also sulfates dehydroepiandrosterone, pregnenolone, ethinylestradiol, equalenin, diethylstilbesterol and 1-naphthol, at significantly higher concentrations; however, cortisol, testosterone and dopamine are not sulfated.",4,HGNC:11377,hsa:6783,YES,YES,NO
74472-41-6,"2,2',3,4',5,6'-Hexachlorobiphenyl",Estrogen sulfotransferase,ST1E1_HUMAN,Human,9606,SULT1E1,35126.185,Sulfotransferase activity,"Sulfotransferase that utilizes 3'-phospho-5'-adenylyl sulfate (PAPS) as sulfonate donor to catalyze the sulfate conjugation of estradiol and estrone. May play a role in the regulation of estrogen receptor activity by metabolizing free estradiol. Maximally sulfates beta-estradiol and estrone at concentrations of 20 nM. Also sulfates dehydroepiandrosterone, pregnenolone, ethinylestradiol, equalenin, diethylstilbesterol and 1-naphthol, at significantly higher concentrations; however, cortisol, testosterone and dopamine are not sulfated.",4,HGNC:11377,hsa:6783,YES,YES,NO
16606-02-3,"2,4',5-Trichlorobiphenyl",Estrogen sulfotransferase,ST1E1_HUMAN,Human,9606,SULT1E1,35126.185,Sulfotransferase activity,"Sulfotransferase that utilizes 3'-phospho-5'-adenylyl sulfate (PAPS) as sulfonate donor to catalyze the sulfate conjugation of estradiol and estrone. May play a role in the regulation of estrogen receptor activity by metabolizing free estradiol. Maximally sulfates beta-estradiol and estrone at concentrations of 20 nM. Also sulfates dehydroepiandrosterone, pregnenolone, ethinylestradiol, equalenin, diethylstilbesterol and 1-naphthol, at significantly higher concentrations; however, cortisol, testosterone and dopamine are not sulfated.",4,HGNC:11377,hsa:6783,YES,YES,NO
39635-33-1,"3,3',4,5,5'-Pentachlorobiphenyl",Estrogen sulfotransferase,ST1E1_HUMAN,Human,9606,SULT1E1,35126.185,Sulfotransferase activity,"Sulfotransferase that utilizes 3'-phospho-5'-adenylyl sulfate (PAPS) as sulfonate donor to catalyze the sulfate conjugation of estradiol and estrone. May play a role in the regulation of estrogen receptor activity by metabolizing free estradiol. Maximally sulfates beta-estradiol and estrone at concentrations of 20 nM. Also sulfates dehydroepiandrosterone, pregnenolone, ethinylestradiol, equalenin, diethylstilbesterol and 1-naphthol, at significantly higher concentrations; however, cortisol, testosterone and dopamine are not sulfated.",4,HGNC:11377,hsa:6783,YES,YES,NO
37680-69-6,"3,3',4-Trichlorobiphenyl",Estrogen sulfotransferase,ST1E1_HUMAN,Human,9606,SULT1E1,35126.185,Sulfotransferase activity,"Sulfotransferase that utilizes 3'-phospho-5'-adenylyl sulfate (PAPS) as sulfonate donor to catalyze the sulfate conjugation of estradiol and estrone. May play a role in the regulation of estrogen receptor activity by metabolizing free estradiol. Maximally sulfates beta-estradiol and estrone at concentrations of 20 nM. Also sulfates dehydroepiandrosterone, pregnenolone, ethinylestradiol, equalenin, diethylstilbesterol and 1-naphthol, at significantly higher concentrations; however, cortisol, testosterone and dopamine are not sulfated.",4,HGNC:11377,hsa:6783,YES,YES,NO
52663-60-2,"2,2',3,3',6-Pentachlorobiphenyl",Estrogen sulfotransferase,ST1E1_HUMAN,Human,9606,SULT1E1,35126.185,Sulfotransferase activity,"Sulfotransferase that utilizes 3'-phospho-5'-adenylyl sulfate (PAPS) as sulfonate donor to catalyze the sulfate conjugation of estradiol and estrone. May play a role in the regulation of estrogen receptor activity by metabolizing free estradiol. Maximally sulfates beta-estradiol and estrone at concentrations of 20 nM. Also sulfates dehydroepiandrosterone, pregnenolone, ethinylestradiol, equalenin, diethylstilbesterol and 1-naphthol, at significantly higher concentrations; however, cortisol, testosterone and dopamine are not sulfated.",4,HGNC:11377,hsa:6783,YES,YES,NO
32598-13-3,"3,3',4,4'-Tetrachlorobiphenyl",Estrogen sulfotransferase,ST1E1_HUMAN,Human,9606,SULT1E1,35126.185,Sulfotransferase activity,"Sulfotransferase that utilizes 3'-phospho-5'-adenylyl sulfate (PAPS) as sulfonate donor to catalyze the sulfate conjugation of estradiol and estrone. May play a role in the regulation of estrogen receptor activity by metabolizing free estradiol. Maximally sulfates beta-estradiol and estrone at concentrations of 20 nM. Also sulfates dehydroepiandrosterone, pregnenolone, ethinylestradiol, equalenin, diethylstilbesterol and 1-naphthol, at significantly higher concentrations; however, cortisol, testosterone and dopamine are not sulfated.",4,HGNC:11377,hsa:6783,YES,YES,NO
41411-61-4,"2,2',3,4,5,6-Hexachlorobiphenyl",Estrogen sulfotransferase,ST1E1_HUMAN,Human,9606,SULT1E1,35126.185,Sulfotransferase activity,"Sulfotransferase that utilizes 3'-phospho-5'-adenylyl sulfate (PAPS) as sulfonate donor to catalyze the sulfate conjugation of estradiol and estrone. May play a role in the regulation of estrogen receptor activity by metabolizing free estradiol. Maximally sulfates beta-estradiol and estrone at concentrations of 20 nM. Also sulfates dehydroepiandrosterone, pregnenolone, ethinylestradiol, equalenin, diethylstilbesterol and 1-naphthol, at significantly higher concentrations; however, cortisol, testosterone and dopamine are not sulfated.",4,HGNC:11377,hsa:6783,YES,YES,NO
37680-73-2,"2,2',4,5,5'-Pentachlorobiphenyl",Estrogen sulfotransferase,ST1E1_HUMAN,Human,9606,SULT1E1,35126.185,Sulfotransferase activity,"Sulfotransferase that utilizes 3'-phospho-5'-adenylyl sulfate (PAPS) as sulfonate donor to catalyze the sulfate conjugation of estradiol and estrone. May play a role in the regulation of estrogen receptor activity by metabolizing free estradiol. Maximally sulfates beta-estradiol and estrone at concentrations of 20 nM. Also sulfates dehydroepiandrosterone, pregnenolone, ethinylestradiol, equalenin, diethylstilbesterol and 1-naphthol, at significantly higher concentrations; however, cortisol, testosterone and dopamine are not sulfated.",4,HGNC:11377,hsa:6783,YES,YES,NO
74472-37-0,"2,3,4,4',5-Pentachlorobiphenyl",Estrogen sulfotransferase,ST1E1_HUMAN,Human,9606,SULT1E1,35126.185,Sulfotransferase activity,"Sulfotransferase that utilizes 3'-phospho-5'-adenylyl sulfate (PAPS) as sulfonate donor to catalyze the sulfate conjugation of estradiol and estrone. May play a role in the regulation of estrogen receptor activity by metabolizing free estradiol. Maximally sulfates beta-estradiol and estrone at concentrations of 20 nM. Also sulfates dehydroepiandrosterone, pregnenolone, ethinylestradiol, equalenin, diethylstilbesterol and 1-naphthol, at significantly higher concentrations; however, cortisol, testosterone and dopamine are not sulfated.",4,HGNC:11377,hsa:6783,YES,YES,NO
36559-22-5,"2,2',3,4'-Tetrachlorobiphenyl",Estrogen sulfotransferase,ST1E1_HUMAN,Human,9606,SULT1E1,35126.185,Sulfotransferase activity,"Sulfotransferase that utilizes 3'-phospho-5'-adenylyl sulfate (PAPS) as sulfonate donor to catalyze the sulfate conjugation of estradiol and estrone. May play a role in the regulation of estrogen receptor activity by metabolizing free estradiol. Maximally sulfates beta-estradiol and estrone at concentrations of 20 nM. Also sulfates dehydroepiandrosterone, pregnenolone, ethinylestradiol, equalenin, diethylstilbesterol and 1-naphthol, at significantly higher concentrations; however, cortisol, testosterone and dopamine are not sulfated.",4,HGNC:11377,hsa:6783,YES,YES,NO
41464-47-5,"2,2',3,6'-Tetrachlorobiphenyl",Estrogen sulfotransferase,ST1E1_HUMAN,Human,9606,SULT1E1,35126.185,Sulfotransferase activity,"Sulfotransferase that utilizes 3'-phospho-5'-adenylyl sulfate (PAPS) as sulfonate donor to catalyze the sulfate conjugation of estradiol and estrone. May play a role in the regulation of estrogen receptor activity by metabolizing free estradiol. Maximally sulfates beta-estradiol and estrone at concentrations of 20 nM. Also sulfates dehydroepiandrosterone, pregnenolone, ethinylestradiol, equalenin, diethylstilbesterol and 1-naphthol, at significantly higher concentrations; however, cortisol, testosterone and dopamine are not sulfated.",4,HGNC:11377,hsa:6783,YES,YES,NO
35693-99-3,"2,2',5,5'-Tetrachlorobiphenyl",Estrogen sulfotransferase,ST1E1_HUMAN,Human,9606,SULT1E1,35126.185,Sulfotransferase activity,"Sulfotransferase that utilizes 3'-phospho-5'-adenylyl sulfate (PAPS) as sulfonate donor to catalyze the sulfate conjugation of estradiol and estrone. May play a role in the regulation of estrogen receptor activity by metabolizing free estradiol. Maximally sulfates beta-estradiol and estrone at concentrations of 20 nM. Also sulfates dehydroepiandrosterone, pregnenolone, ethinylestradiol, equalenin, diethylstilbesterol and 1-naphthol, at significantly higher concentrations; however, cortisol, testosterone and dopamine are not sulfated.",4,HGNC:11377,hsa:6783,YES,YES,NO
